country,variable,1751,1752,1753,1754,1755,1756,1757,1758,1759,1760,1761,1762,1763,1764,1765,1766,1767,1768,1769,1770,1771,1772,1773,1774,1775,1776,1777,1778,1779,1780,1781,1782,1783,1784,1785,1786,1787,1788,1789,1790,1791,1792,1793,1794,1795,1796,1797,1798,1799,1800,1801,1802,1803,1804,1805,1806,1807,1808,1809,1810,1811,1812,1813,1814,1815,1816,1817,1818,1819,1820,1821,1822,1823,1824,1825,1826,1827,1828,1829,1830,1831,1832,1833,1834,1835,1836,1837,1838,1839,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Cote d'Ivoire,Energy Production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1640.0,1700.0,1760.0,1830.0,1900.0,1960.0,2020.0,2090.0,2210.0,2420.0,2850.0,3300.0,3600.0,3620.0,3800.0,3820.0,3750.0,3590.0,3310.0,3380.0,3460.0,3790.0,3930.0,4050.0,4250.0,5160.0,5440.0,5410.0,6030.0,6010.0,5970.0,6530.0,6780.0,9550.0,10600.0,11900.0,11500.0,11400.0,11900.0,,,,,,,
Croatia,Energy Production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5130.0,4800.0,4340.0,4550.0,4080.0,4180.0,4240.0,4120.0,4020.0,3600.0,3580.0,3750.0,3710.0,3750.0,3880.0,3810.0,4150.0,4060.0,3960.0,4070.0,,,,,,,
Cuba,Energy Production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5350.0,5030.0,5300.0,5490.0,5570.0,5600.0,6060.0,6590.0,6840.0,6520.0,6560.0,7140.0,7290.0,7470.0,7420.0,7770.0,7890.0,8090.0,8670.0,9440.0,8350.0,8380.0,6550.0,6710.0,6190.0,6670.0,6530.0,6070.0,6910.0,7910.0,8160.0,8210.0,8020.0,7480.0,6290.0,5980.0,5810.0,5700.0,5570.0,,,,,,,
Cyprus,Energy Production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.12,9.12,9.12,4.11,6.26,7.93,7.93,8.17,8.41,6.26,6.02,6.02,5.78,6.62,6.73,6.73,6.5,6.02,6.02,6.14,5.54,5.49,5.47,11.7,42.4,43.1,41.6,43.0,43.6,44.3,44.5,44.7,48.1,50.1,51.0,51.5,73.1,82.9,84.6,,,,,,,
Czech Republic,Energy Production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40000.0,39700.0,38500.0,39100.0,40500.0,41500.0,43300.0,42000.0,43200.0,41200.0,41300.0,41900.0,42500.0,43100.0,42700.0,43600.0,44700.0,44100.0,42400.0,40900.0,38600.0,36300.0,35800.0,33300.0,32400.0,33100.0,33500.0,31500.0,28800.0,30700.0,31400.0,31500.0,33500.0,34500.0,32900.0,33600.0,33800.0,32800.0,31200.0,31400.0,,,,,,
Denmark,Energy Production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,995.0,932.0,919.0,904.0,805.0,785.0,740.0,538.0,329.0,187.0,378.0,329.0,434.0,426.0,447.0,526.0,596.0,913.0,877.0,972.0,952.0,1560.0,2580.0,3100.0,3530.0,4980.0,6510.0,8160.0,8310.0,9530.0,10100.0,11900.0,12900.0,13900.0,15100.0,15600.0,17700.0,20200.0,20400.0,23800.0,27700.0,27100.0,28600.0,28500.0,31100.0,31300.0,29600.0,27100.0,26600.0,23900.0,23200.0,,,,,,
Dominican Republic,Energy Production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1210.0,1250.0,1210.0,1250.0,1260.0,1330.0,1310.0,1360.0,1400.0,1330.0,1560.0,1730.0,1760.0,1920.0,1350.0,1380.0,1410.0,1180.0,1010.0,1030.0,1040.0,1340.0,1450.0,1450.0,1440.0,1450.0,1460.0,1380.0,1490.0,1420.0,1500.0,1510.0,1540.0,1610.0,1880.0,1890.0,1900.0,1880.0,1890.0,,,,,,,
Ecuador,Energy Production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1380.0,5300.0,11900.0,10300.0,9470.0,10800.0,10700.0,11600.0,11900.0,11800.0,12100.0,11900.0,13700.0,14900.0,16000.0,16400.0,10600.0,17100.0,16000.0,16500.0,17300.0,18400.0,19700.0,21500.0,22100.0,21900.0,22000.0,21400.0,21400.0,22700.0,23000.0,22200.0,23700.0,29300.0,29400.0,29900.0,28900.0,28600.0,27300.0,,,,,,,
Egypt,Energy Production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16400.0,12100.0,9840.0,8830.0,13300.0,18400.0,23100.0,27700.0,29000.0,33500.0,36200.0,37600.0,40800.0,47000.0,51200.0,47900.0,53300.0,51700.0,53600.0,54900.0,55500.0,56600.0,59800.0,59200.0,59800.0,58700.0,57700.0,57200.0,59300.0,56500.0,57000.0,60900.0,64400.0,64700.0,76900.0,79700.0,82300.0,87500.0,88200.0,,,,,,,
El Salvador,Energy Production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1260.0,1290.0,1330.0,1390.0,1560.0,1900.0,1960.0,2090.0,2060.0,1910.0,2150.0,2250.0,2140.0,2180.0,2010.0,1650.0,1800.0,1640.0,1660.0,1690.0,1720.0,1750.0,1730.0,1750.0,1790.0,1820.0,1850.0,1850.0,2000.0,2120.0,2290.0,2320.0,2400.0,2390.0,2490.0,2630.0,2900.0,3110.0,3160.0,,,,,,,
Eritrea,Energy Production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,708.0,708.0,708.0,730.0,755.0,779.0,482.0,496.0,508.0,531.0,548.0,564.0,482.0,500.0,515.0,530.0,546.0,562.0,,,,,,,
Estonia,Energy Production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5420.0,4740.0,4450.0,3240.0,3410.0,3220.0,3750.0,3680.0,3240.0,2990.0,3180.0,3170.0,3380.0,3910.0,3710.0,3870.0,3750.0,4410.0,4230.0,4160.0,4900.0,,,,,,
Ethiopia,Energy Production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8130.0,8340.0,8560.0,8790.0,9020.0,9260.0,9510.0,9780.0,10100.0,10300.0,10600.0,10900.0,11200.0,11600.0,11900.0,12200.0,12600.0,13100.0,13500.0,14100.0,14500.0,15000.0,14700.0,15100.0,15500.0,15900.0,16300.0,16800.0,17200.0,17600.0,18000.0,18400.0,18900.0,19400.0,19900.0,20400.0,28800.0,29600.0,30400.0,,,,,,,
Finland,Energy Production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5290.0,5500.0,5560.0,5390.0,5390.0,5440.0,5460.0,5420.0,5200.0,5030.0,5000.0,4980.0,4880.0,4880.0,4990.0,4370.0,4160.0,5060.0,5340.0,6430.0,6910.0,8960.0,10100.0,10200.0,10500.0,10400.0,11300.0,10700.0,11200.0,11700.0,12100.0,11200.0,12100.0,11800.0,13000.0,13200.0,13600.0,15000.0,13600.0,15400.0,15100.0,15100.0,16100.0,16000.0,15800.0,16700.0,18200.0,16100.0,16500.0,16600.0,17200.0,,,,,,
France,Energy Production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45300.0,44100.0,44700.0,42600.0,45800.0,46000.0,45900.0,44400.0,41200.0,41400.0,50100.0,47600.0,46900.0,44200.0,42300.0,43600.0,41100.0,44500.0,45700.0,47900.0,52600.0,64000.0,63600.0,73000.0,85100.0,93300.0,99900.0,104000.0,105000.0,109000.0,112000.0,119000.0,120000.0,126000.0,124000.0,128000.0,132000.0,129000.0,125000.0,127000.0,131000.0,132000.0,134000.0,136000.0,137000.0,137000.0,137000.0,135000.0,137000.0,130000.0,136000.0,,,,,,
Gabon,Energy Production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6450.0,7010.0,8640.0,11200.0,11900.0,11900.0,11800.0,11200.0,10900.0,9440.0,8350.0,8590.0,8610.0,8680.0,9430.0,9130.0,8650.0,8840.0,11200.0,14600.0,15900.0,15900.0,16800.0,18500.0,19800.0,19900.0,20100.0,19200.0,17200.0,15100.0,14400.0,14100.0,15100.0,15100.0,14900.0,13500.0,13800.0,13500.0,13600.0,,,,,,,
Georgia,Energy Production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2110.0,1660.0,1490.0,1780.0,1030.0,1200.0,1610.0,1440.0,1380.0,1330.0,1330.0,1270.0,1330.0,1380.0,1290.0,981.0,929.0,1080.0,1080.0,1260.0,,,,,,,
Germany,Energy Production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125000.0,127000.0,127000.0,130000.0,132000.0,126000.0,120000.0,110000.0,113000.0,117000.0,175000.0,175000.0,172000.0,172000.0,173000.0,172000.0,174000.0,173000.0,175000.0,182000.0,186000.0,192000.0,193000.0,190000.0,198000.0,209000.0,200000.0,200000.0,202000.0,201000.0,186000.0,168000.0,163000.0,152000.0,145000.0,145000.0,143000.0,144000.0,136000.0,137000.0,135000.0,135000.0,135000.0,136000.0,138000.0,135000.0,136000.0,138000.0,134000.0,127000.0,129000.0,,,,,,
Ghana,Energy Production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2340.0,2470.0,2630.0,2760.0,2820.0,2920.0,3010.0,3030.0,3210.0,3310.0,3380.0,3420.0,3290.0,3330.0,3550.0,3790.0,3950.0,4090.0,4270.0,4390.0,4640.0,4840.0,4970.0,5130.0,5250.0,5410.0,5540.0,5410.0,5640.0,5880.0,6000.0,5990.0,6020.0,6270.0,6430.0,6550.0,6520.0,6860.0,7050.0,,,,,,,
Greece,Energy Production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322.0,341.0,385.0,495.0,520.0,641.0,764.0,800.0,867.0,1040.0,1690.0,2090.0,2170.0,2330.0,2450.0,2930.0,3460.0,3620.0,3480.0,3760.0,3700.0,4420.0,5510.0,5950.0,6420.0,6930.0,7230.0,8050.0,8250.0,8860.0,9200.0,9040.0,8960.0,8980.0,9150.0,9300.0,9120.0,9560.0,9830.0,9530.0,9990.0,9970.0,10200.0,9910.0,10300.0,10300.0,10100.0,10200.0,9860.0,10100.0,9190.0,,,,,,
Guatemala,Energy Production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1930.0,1980.0,2040.0,2100.0,2450.0,2600.0,2640.0,2660.0,2780.0,2580.0,2670.0,2880.0,2890.0,2820.0,2780.0,3050.0,3080.0,3150.0,3250.0,3390.0,3500.0,3620.0,3620.0,3610.0,3830.0,4240.0,4670.0,4970.0,5370.0,5240.0,5230.0,5410.0,5480.0,5440.0,5500.0,5430.0,5440.0,5390.0,6050.0,,,,,,,
Haiti,Energy Production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1380.0,1430.0,1470.0,1520.0,1580.0,1620.0,1670.0,1740.0,1810.0,1880.0,1570.0,1590.0,1610.0,1620.0,1630.0,1220.0,1240.0,1270.0,1280.0,1250.0,1270.0,1350.0,1340.0,1370.0,1390.0,1600.0,1590.0,1630.0,1620.0,1540.0,1540.0,1730.0,1670.0,1650.0,1920.0,1970.0,2010.0,1990.0,1870.0,,,,,,,
Honduras,Energy Production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1010.0,1040.0,1060.0,1090.0,1110.0,1140.0,1170.0,1210.0,1250.0,1320.0,1330.0,1370.0,1390.0,1410.0,1470.0,1480.0,1560.0,1600.0,1630.0,1690.0,1700.0,1700.0,1700.0,1670.0,1660.0,1700.0,1900.0,1900.0,1480.0,1520.0,1490.0,1550.0,1620.0,1670.0,1770.0,1980.0,2120.0,2080.0,2200.0,,,,,,,
Hungary,Energy Production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10400.0,10400.0,10100.0,10700.0,11000.0,11800.0,11900.0,11800.0,12700.0,12700.0,12500.0,13500.0,14100.0,15400.0,14700.0,14500.0,14400.0,14900.0,15100.0,15600.0,16400.0,16100.0,16800.0,16400.0,16100.0,14600.0,14300.0,13900.0,13700.0,13300.0,13900.0,13600.0,13300.0,12500.0,11900.0,11600.0,11300.0,11200.0,10400.0,10200.0,10400.0,10300.0,10200.0,10500.0,11000.0,11000.0,,,,,,
Iceland,Energy Production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.0,158.0,170.0,184.0,199.0,201.0,222.0,241.0,273.0,310.0,395.0,423.0,459.0,541.0,531.0,579.0,615.0,677.0,709.0,845.0,904.0,1100.0,1160.0,1230.0,1250.0,1250.0,1280.0,1320.0,1370.0,1410.0,1400.0,1440.0,1390.0,1490.0,1480.0,1570.0,1620.0,1680.0,1810.0,2190.0,2310.0,2450.0,2460.0,2460.0,2520.0,2640.0,3260.0,3950.0,4360.0,4400.0,4570.0,,,,,,
India,Energy Production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142000.0,146000.0,149000.0,157000.0,166000.0,170000.0,174000.0,178000.0,181000.0,187000.0,200000.0,211000.0,222000.0,233000.0,239000.0,251000.0,259000.0,273000.0,282000.0,292000.0,302000.0,306000.0,310000.0,321000.0,336000.0,342000.0,353000.0,352000.0,359000.0,366000.0,375000.0,384000.0,396000.0,410000.0,422000.0,438000.0,453000.0,468000.0,503000.0,,,,,,,
Indonesia,Energy Production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71700.0,81700.0,94900.0,97000.0,94300.0,106000.0,118000.0,120000.0,122000.0,126000.0,128000.0,115000.0,118000.0,135000.0,129000.0,137000.0,137000.0,140000.0,149000.0,169000.0,183000.0,188000.0,195000.0,208000.0,216000.0,225000.0,229000.0,231000.0,244000.0,236000.0,242000.0,248000.0,255000.0,265000.0,280000.0,314000.0,318000.0,324000.0,352000.0,,,,,,,
Iran,Energy Production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239000.0,267000.0,310000.0,319000.0,285000.0,313000.0,301000.0,277000.0,172000.0,80800.0,79400.0,130000.0,133000.0,120000.0,123000.0,102000.0,129000.0,125000.0,160000.0,179000.0,196000.0,202000.0,215000.0,218000.0,224000.0,225000.0,226000.0,230000.0,257000.0,267000.0,260000.0,265000.0,295000.0,307000.0,318000.0,329000.0,345000.0,345000.0,350000.0,,,,,,,
Iraq,Energy Production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86000.0,74600.0,103000.0,100000.0,115000.0,124000.0,120000.0,132000.0,178000.0,136000.0,45200.0,50900.0,49600.0,61200.0,73100.0,87300.0,109000.0,137000.0,148000.0,105000.0,16700.0,24000.0,27300.0,30200.0,31300.0,32700.0,65500.0,110000.0,131000.0,135000.0,134000.0,116000.0,80400.0,104000.0,97500.0,101000.0,105000.0,118000.0,120000.0,,,,,,,
Ireland,Energy Production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1380.0,1350.0,1350.0,1350.0,1370.0,1120.0,1260.0,1360.0,1710.0,1620.0,1420.0,1420.0,1370.0,1120.0,1310.0,1660.0,1410.0,1330.0,1120.0,1470.0,1890.0,2490.0,3030.0,3210.0,3630.0,2850.0,2640.0,3010.0,2870.0,3760.0,3470.0,3290.0,3080.0,3450.0,3560.0,4100.0,3540.0,2850.0,2460.0,2460.0,2160.0,1780.0,1540.0,1830.0,1860.0,1630.0,1600.0,1410.0,1520.0,1530.0,1950.0,,,,,,
